,price,area
3181,947667,3770
3182,786467,3120
3183,719259,2849
3184,900547,3580
3185,368599,1436
3186,274715,1059
3187,842267,3345
3188,37446,51
3189,693933,1382
3190,317359,1230
3191,410099,1603
3192,35967,48
3193,672979,2663
3194,2423765,4890
3195,453003,1776
3196,780267,3095
3197,969479,3857
3198,343055,1333
3199,1031722,2067
3200,785723,3117
3201,359175,1398
3202,302727,1171
3203,527651,2077
3204,1170748,2349
3205,1852378,3731
3206,862107,3425
3207,850203,3377
3208,1088417,2182
3209,723227,2865
3210,1227647,4898
3211,488467,1919
3212,615887,1224
3213,870291,3458
3214,2942485,5942
3215,1021369,2046
3216,1675732,3373
3217,312303,1209
3218,76647,260
3219,885075,3517
3220,357439,1391
3221,83788,145
3222,846483,3362
3223,1180927,4709
3224,594840,1181
3225,953335,1908
3226,329251,1277
3227,621053,1234
3228,683580,1361
3229,776039,3077
3230,765139,3034
3231,1632500,3285
3232,557865,1106
3233,73671,248
3234,534843,2106
3235,33995,44
3236,399599,1561
3237,717675,2842
3238,643542,1279
3239,886411,3523
3240,144515,534
3241,745205,1486
3242,113847,410
3243,413571,1617
3244,777539,3084
3245,663955,2626
3246,765539,3035
3247,325295,1262
3248,644633,1282
3249,1797010,3619
3250,1020331,4063
3251,584980,1161
3252,1814417,3654
3253,581529,1154
3254,843755,3351
3255,1781727,3588
3256,1270827,2552
3257,294791,1139
3258,1929286,3887
3259,457715,1795
3260,1772360,3569
3261,240975,922
3262,1759694,3543
3263,1206731,4814
3264,1780248,3585
3265,465403,1826
3266,725485,1446
3267,383231,1495
3268,744219,1484
3269,898563,3572
3270,82847,285
3271,96487,340
3272,1143633,2294
3273,253139,972
3274,862755,3427
3275,904171,3594
3276,1050456,2105
3277,929067,3695
3278,602547,2379
3279,854419,3394
3280,482515,1895
3281,293703,1134
3282,493923,1941
3283,539059,2123
3284,585321,1162
3285,513343,1016
3286,490172,969
3287,835075,3316
3288,510537,1010
3289,1705312,3433
3290,689989,1374
3291,510291,2007
3292,250151,959
3293,846139,3360
3294,498883,1961
3295,279911,1079
3296,663367,1320
3297,2217198,4471
3298,1622615,6490
3299,444239,1741
3300,536514,1063
3301,970235,3861
3302,1425951,5697
3303,801099,3179
3304,32023,40
3305,475571,1867
3306,353567,1376
3307,348511,1355
3308,296183,1144
3309,642509,1278
3310,570683,1132
3311,1126131,4489
3312,2232329,4502
3313,285367,1101
3314,1114546,2235
3315,920139,3659
3316,238495,912
3317,32007,80
3318,2152956,4341
3319,703793,1402
3320,820195,3256
3321,322471,1250
3322,508906,1007
3323,888051,3529
3324,1003371,3994
3325,238013,458
3326,467883,1836
3327,463057,914
3328,342063,1329
3329,684907,1364
3330,320344,625
3331,1012643,4032
3332,1603754,3227
3333,12167,0
3334,939038,1879
3335,294943,1139
3336,2116967,4268
3337,615195,2430
3338,1634320,3289
3339,432171,1692
3340,899598,1799
3341,2454908,4953
3342,3011164,6081
3343,39911,56
3344,278671,1074
3345,328519,1275
3346,755715,2996
3347,1887229,3802
3348,388191,1515
3349,302963,1171
3350,580884,1153
3351,1048977,2102
3352,1762500,3549
3353,844251,3353
3354,274855,1058
3355,591882,1175
3356,1301886,2615
3357,944691,3758
3358,334375,1298
3359,1295970,2603
3360,307526,599
3361,270735,1042
3362,661379,2615
3363,667804,1329
3364,370915,1445
3365,1542622,3103
3366,907739,3609
3367,144763,535
3368,307343,1189
3369,529139,2083
3370,392903,1534
3371,318351,1234
3372,148780,277
3373,696246,1387
3374,898119,1796
3375,777250,1551
3376,101859,362
3377,517287,1024
3378,375887,1466
3379,2259103,4556
3380,1172227,2352
3381,537993,1066
3382,795643,3157
3383,666531,2637
3384,551707,2174
3385,607013,1206
3386,336703,1308
3387,831851,3303
3388,281895,1087
3389,32999,84
3390,794155,3151
3391,73919,249
3392,667652,1329
3393,343303,1334
3394,422003,1651
3395,1564807,3148
3396,381095,1487
3397,788437,1574
3398,890875,3541
3399,1234156,2477
3400,1123913,2254
3401,384803,1501
3402,553691,2182
3403,1513535,3044
3404,518425,1026
3405,495254,979
3406,84583,292
3407,1617710,3255
3408,522443,2056
3409,439363,1721
3410,893011,3549
3411,1060259,4224
3412,1819688,3665
3413,1098343,4376
3414,669624,1333
3415,37711,103
3416,647439,1288
3417,762907,3025
3418,321231,1245
3419,503635,996
3420,902063,1804
3421,951856,1905
3422,261311,1004
3423,544019,2143
3424,1740960,3505
3425,254519,976
3426,300895,1163
3427,316519,1226
3428,1016932,2037
3429,1025539,4084
3430,808539,3209
3431,899803,3577
3432,289583,1118
3433,971083,1944
3434,200067,758
3435,359423,1399
3436,319743,1239
3437,869299,3454
3438,408527,1597
3439,335463,1303
3440,108438,195
3441,61271,198
3442,655371,2592
3443,454739,1783
3444,1156944,2321
3445,360015,1402
3446,105663,377
3447,364631,1420
3448,448455,1758
3449,1588471,3196
3450,545259,2148
3451,777787,3085
3452,1181101,2370
3453,1496280,3009
3454,343551,1335
3455,224511,855
3456,788096,1573
3457,825403,3277
3458,412591,1614
3459,1110755,4427
3460,276191,1064
3461,474827,1864
3462,309327,1197
3463,568323,2241
3464,941715,3746
3465,740987,2936
3466,1711228,3445
3467,312303,1209
3468,667311,1328
3469,330999,1285
3470,658437,1310
3471,859172,1717
3472,430435,1685
3473,309671,1199
3474,244447,936
3475,291319,1125
3476,430187,1684
3477,74911,253
3478,1071162,2147
3479,623434,1239
3480,37446,51
3481,636771,2517
3482,17871,23
3483,18367,25
3484,2336011,4712
3485,1104193,2214
3486,342311,1330
3487,800259,3175
3488,808802,1615
3489,243207,931
3490,740835,2936
3491,556915,2195
3492,518723,2041
3493,698579,2765
3494,689499,2729
3495,582211,2297
3496,540547,2129
3497,358527,1396
3498,835075,3316
3499,906499,3604
3500,287847,1111
3501,235519,900
3502,409367,1601
3503,903542,1807
3504,684157,1362
3505,691635,2737
3506,514755,2025
3507,966646,1935
3508,950870,1903
3509,1020383,2044
3510,855721,1710
3511,631663,1256
3512,36719,99
3513,899598,1799
3514,996923,3968
3515,1909566,3847
3516,87807,305
3517,658747,2605
3518,624420,1241
3519,514755,2025
3520,315031,1220
3521,1037195,4131
3522,300991,1164
3523,301639,1166
3524,118807,430
3525,292063,1128
3526,1096207,4368
3527,556491,1104
3528,333383,1294
3529,607165,1206
3530,537571,2117
3531,228091,871
3532,925843,3682
3533,535587,2109
3534,494667,1944
3535,223863,853
3536,678498,1351
3537,862603,3427
3538,415307,1624
3539,1254558,2519
3540,448539,1758
3541,978478,1959
3542,558403,2201
3543,590403,1172
3544,1057931,4214
3545,634128,1261
3546,156259,292
3547,401583,1569
3548,1185639,4728
3549,448703,1759
3550,563115,2220
3551,360415,1403
3552,362399,1411
3553,912355,3627
3554,594347,1180
3555,1542281,3102
3556,499379,1963
3557,1602768,3225
3558,482929,954
3559,298415,1153
3560,578571,1148
3561,626392,1245
3562,386703,1509
3563,445315,1745
3564,464043,916
3565,834331,3313
3566,936573,1874
3567,1464880,2945
3568,308831,1195
3569,1448459,2912
3570,1011307,4026
3571,386539,1508
3572,464411,1822
3573,740587,2935
3574,1631362,3283
3575,319495,1238
3576,589910,1171
3577,49771,76
3578,1279360,2569
3579,479787,1884
3580,483507,1899
3581,1288234,2587
3582,1419372,2853
3583,1675391,3372
3584,661395,1316
3585,1356268,2725
3586,1793559,3612
3587,180227,678
3588,377532,741
3589,419027,1639
3590,324951,1260
3591,909458,1819
3592,936573,1874
3593,789443,3132
3594,665691,2633
3595,657792,1309
3596,1616079,3252
3597,235919,901
3598,970635,3862
3599,410099,1603
3600,90039,314
3601,407619,1593
3602,595826,1183
3603,252135,967
3604,801491,1600
3605,1117504,2241
3606,328671,1275
3607,68012,113
3608,1639743,3300
3609,603443,2382
3610,1974983,3980
3611,301487,1166
3612,1049963,2104
3613,1430218,2875
3614,898963,3573
3615,486731,1912
3616,887155,3526
3617,750476,1497
3618,467139,1833
3619,924248,1849
3620,1803419,3632
3621,465319,1826
3622,94503,332
3623,349503,1359
3624,720062,1435
3625,609971,1212
3626,1828951,7322
3627,19855,31
3628,630323,2491
3629,518227,2039
3630,317263,1229
3631,1280194,2571
3632,545881,1082
3633,1845324,3717
3634,589265,1170
3635,1901185,3830
3636,1101579,4390
3637,667311,1328
3638,438619,1718
3639,1329153,2670
3640,598827,2364
3641,1458439,5828
3642,1913017,3854
3643,1032708,2069
3644,620476,1233
3645,773227,3066
3646,562123,2216
3647,1874070,3775
3648,328175,1273
3649,376783,1469
3650,1371703,2756
3651,373559,1456
3652,331895,1288
3653,728587,2886
3654,388191,1515
3655,1846803,3720
3656,545507,2149
3657,930657,1862
3658,271975,1047
3659,284127,1096
3660,357783,1393
3661,954019,3795
3662,465522,919
3663,668790,1331
3664,457219,1793
3665,927331,3688
3666,31511,78
3667,288591,1114
3668,484513,958
3669,364727,1421
3670,341319,1326
3671,246691,946
3672,1326043,2664
3673,568323,2241
3674,428119,1676
3675,293551,1134
3676,334871,1300
3677,810858,1619
3678,80830,139
3679,1029257,2062
3680,1003621,2010
3681,695547,2754
3682,713459,2825
3683,38207,105
3684,777098,1551
3685,1699396,3421
3686,1256663,5015
3687,576507,2274
3688,41927,120
3689,603069,1198
3690,253871,974
3691,633294,1259
3692,543523,2141
3693,844003,3352
3694,250303,959
3695,691961,1378
3696,571024,1133
3697,1842859,3712
3698,341167,1326
3699,610883,2412
3700,464411,1822
3701,547243,2156
3702,813747,3230
3703,446059,1748
3704,1151521,2310
3705,732387,1460
3706,1352476,2717
3707,265527,1021
3708,501018,991
3709,300647,1162
3710,1527339,3072
3711,582019,2295
3712,1122434,2251
3713,808309,1614
3714,1622981,3266
3715,1027511,4091
3716,1121448,2249
3717,2891213,5838
3718,1068697,2142
3719,540458,1071
3720,261819,1007
3721,651707,2576
3722,1153493,2314
3723,356447,1387
3724,1115039,2236
3725,451515,1770
3726,1146963,4573
3727,479539,1883
3728,353815,1377
3729,663611,2624
3730,302231,1169
3731,803872,1605
3732,1915330,3859
3733,959251,1920
3734,1003715,3996
3735,644974,1283
3736,509051,2002
3737,1683127,3388
3738,372415,1452
3739,331743,1288
3740,571299,2253
3741,921875,3666
3742,509547,2004
3743,425589,838
3744,482019,1893
3745,369191,1439
3746,811515,3221
3747,697725,1390
3748,962209,1926
3749,349599,1360
3750,1841380,3709
3751,907395,3607
3752,52343,162
3753,724347,1444
3754,374303,1459
3755,1830041,3686
3756,239995,919
3757,44841,66
3758,562371,2217
3759,1773346,3571
3760,621310,1235
3761,729429,1454
3762,507086,1003
3763,1385014,2783
3764,1047498,2099
3765,1706298,3435
3766,374895,1462
3767,477555,1875
3768,848715,3371
3769,22335,41
3770,951883,3787
3771,1917302,3863
3772,1452403,2920
3773,592035,2336
3774,525419,2068
3775,1170748,2349
3776,1693139,3408
3777,809767,3213
3778,1113067,2232
3779,685893,1366
3780,851195,3381
3781,897323,3567
3782,794505,1586
3783,335615,1303
3784,1216104,2441
3785,248179,952
3786,1658136,3337
3787,428203,1676
3788,717771,2843
3789,269156,521
3790,272375,1048
3791,887899,3529
3792,396127,1547
3793,1218076,2445
3794,391511,1529
3795,1768568,3561
3796,513515,2020
3797,296927,1147
3798,529387,2084
3799,739003,2928
3800,1770388,3565
3801,561164,1113
3802,331495,1287
3803,560635,2210
3804,505827,1989
3805,57659,92
3806,672241,1338
3807,263295,1012
3808,733147,2905
3809,781411,3099
3810,677171,1348
3811,876920,1753
3812,696246,1387
3813,77379,132
3814,2243820,4525
3815,630723,2492
3816,217663,828
3817,1174199,2356
3818,836315,3321
3819,1727497,3478
3820,1021862,2047
3821,598827,2364
3822,957279,1916
3823,730415,1456
3824,332639,1291
3825,1493322,3003
3826,777743,1552
3827,461085,910
3828,819107,3251
3829,824563,3273
3830,1581805,3182
3831,822179,3264
3832,525668,1041
3833,1651575,3324
3834,1213450,2435
3835,556667,2194
3836,53087,165
3837,489211,1922
3838,483755,1900
3839,280655,1082
3840,550470,1091
3841,341071,1325
3842,29775,71
3843,489707,1924
3844,289583,1118
3845,437627,1714
3846,321727,1247
3847,1074613,2154
3848,685683,2713
3849,973459,3874
3850,219363,420
3851,168091,316
3852,634128,1261
3853,368599,1436
3854,628491,2483
3855,531736,1053
3856,681115,1356
3857,611602,1215
3858,854667,3395
3859,1163846,2335
3860,45827,68
3861,1135745,2278
3862,1771867,3568
3863,980450,1963
3864,350343,1363
3865,542582,1075
3866,300647,1162
3867,282391,1089
3868,518766,1027
3869,428451,1677
3870,840438,1679
3871,333383,1294
3872,368943,1438
3873,335119,1301
3874,563115,2220
3875,688017,1370
3876,366959,1430
3877,272127,1047
3878,633142,1259
3879,824399,3272
3880,1893638,3815
3881,1005947,4005
3882,909227,3615
3883,871779,3464
3884,780019,3094
3885,1204747,4806
3886,952627,3790
3887,979907,3900
3888,508177,1006
3889,1502689,3022
3890,341319,1326
3891,2265019,4568
3892,1096703,4370
3893,367415,720
3894,315859,1223
3895,2095427,4224
3896,953828,1909
3897,526907,2074
3898,860867,3420
3899,321575,1247
3900,603221,1198
3901,288495,1113
3902,517780,1025
3903,1090419,4345
3904,1197522,2403
3905,563363,2221
3906,793603,1584
3907,825899,3279
3908,333631,1295
3909,1024039,4077
3910,132859,487
3911,279415,1077
3912,391167,1527
3913,674123,2667
3914,605771,2392
3915,1201275,4792
3916,464327,1822
3917,572787,2259
3918,144847,535
3919,178987,673
3920,1267680,2545
3921,15261,6
3922,747177,1490
3923,841523,3342
3924,102439,364
3925,1113560,2233
3926,378519,1476
3927,306599,1186
3928,614203,2426
3929,263295,1012
3930,1777783,3580
3931,1898227,3824
3932,1272947,5081
3933,496651,1952
3934,1584034,3187
3935,558899,2203
3936,335863,1304
3937,242615,928
3938,48785,74
3939,281647,1086
3940,1055386,2115
3941,1686085,3394
3942,401679,1570
3943,542779,2138
3944,1302683,2616
3945,1463978,2943
3946,351831,1369
3947,407123,1591
3948,1292671,2596
3949,1076585,2158
3950,274455,1057
3951,426879,1671
3952,1836602,3699
3953,77391,263
3954,224371,856
3955,510539,2008
3956,759502,1515
3957,448524,885
3958,345619,1343
3959,317511,1230
3960,1139523,4543
3961,131116,241
3962,1773991,3572
3963,636275,2515
3964,209383,794
3965,1010811,4024
3966,1003455,3994
3967,1097859,4375
3968,1040323,4143
3969,491443,1931
3970,305855,1183
3971,361655,1408
3972,1749682,3523
3973,89704,157
3974,277927,1071
3975,13159,4
3976,276095,1063
3977,240479,920
3978,700835,1396
3979,1174844,2357
3980,1201314,2411
3981,432915,1695
3982,548235,2160
3983,46813,70
3984,347023,1349
3985,664353,1322
3986,872275,3466
3987,784645,1566
3988,2318263,4676
3989,1035859,4125
3990,482541,954
3991,1828562,3683
3992,664051,2627
3993,1279975,5109
3994,991789,1986
3995,497567,984
3996,689989,1374
3997,1306179,5215
3998,491443,1931
3999,2196492,4429
4000,560139,2208
4001,979957,1962
4002,374551,1460
4003,1263275,5042
4004,801499,3180
4005,533107,2099
4006,548731,2162
4007,1619530,3259
4008,247919,950
4009,1283456,2577
4010,1648276,3317
4011,464163,1821
4012,705120,1405
4013,1681155,3384
4014,239003,915
4015,1020876,2045
4016,362483,1411
4017,723020,1441
4018,822427,3265
4019,1090389,2186
4020,512027,2014
4021,745547,2955
4022,297671,1150
4023,1013481,2030
4024,329511,1279
4025,656465,1306
4026,1841532,3709
4027,571024,1133
4028,1025291,4083
4029,299751,1159
4030,1741453,3506
4031,754227,2990
4032,147878,275
4033,829027,3291
4034,680470,1355
4035,1241947,4956
4036,663459,2624
4037,1305919,5213
4038,1397680,2809
4039,759187,3010
4040,823592,1645
4041,190395,719
4042,219151,834
4043,445067,1744
4044,774315,3071
4045,471355,1850
4046,566339,2233
4047,274111,1055
4048,383079,1495
4049,867067,3445
4050,541937,1074
4051,355207,1382
4052,2308403,4656
4053,727457,1450
4054,1252363,4998
4055,453251,1777
4056,350495,1363
4057,1105179,2216
4058,1486420,2989
4059,303127,1172
4060,771587,3060
4061,2207831,4452
4062,381827,1489
4063,554414,1099
4064,383479,1496
4065,35479,94
4066,1130815,2268
4067,55815,176
4068,794012,1585
4069,329263,1278
4070,524179,2063
4071,363391,1415
4072,540951,1072
4073,1715665,3454
4074,330255,1282
4075,571517,1134
4076,628395,2482
4077,844499,3354
4078,728443,1452
4079,2198957,4434
4080,1045779,4165
4081,398133,782
4082,389775,1522
4083,343151,1334
4084,353719,1376
4085,666435,2636
4086,628212,1249
4087,682555,2701
4088,1891666,3811
4089,364975,1422
4090,1046771,4169
4091,678435,2685
4092,391995,1530
4093,1760528,3545
4094,746043,2957
4095,780208,1557
4096,1197803,4778
4097,1352969,2718
4098,1002142,2007
4099,976506,1955
4100,655123,2591
4101,533851,2102
4102,447547,1754
4103,346859,1348
4104,683087,1360
4105,429443,1681
4106,53583,167
4107,1210188,2429
4108,363887,1417
4109,2214581,4466
4110,387283,1511
4111,117319,424
4112,510385,1010
4113,523848,1037
4114,872027,3465
4115,879371,3494
4116,314783,1219
4117,387199,1511
4118,347119,1350
4119,540458,1071
4120,918332,1837
4121,984887,1972
4122,436587,860
4123,282383,548
4124,546499,2153
4125,144267,533
4126,507191,1004
4127,216435,824
4128,1222513,2454
4129,856651,3403
4130,322223,1249
4131,1764131,3552
4132,562867,2219
4133,1009171,4018
4134,623035,2461
4135,1044291,4159
4136,593361,1178
4137,1467686,2951
4138,981383,3905
4139,689837,1374
4140,842515,3346
4141,447299,1753
4142,726699,2879
4143,879963,3497
4144,272871,1050
4145,1017425,2038
4146,1900199,3828
4147,907979,1816
4148,341663,1328
4149,579405,1150
4150,764147,3030
4151,1742932,3509
4152,562123,2216
4153,1111499,4430
4154,420423,828
4155,709709,1414
4156,756707,3000
4157,937995,3731
4158,730419,2894
4159,1221527,2452
4160,778320,1553
4161,638011,2522
4162,781259,3099
4163,951139,3784
4164,1000891,3984
4165,749859,2973
4166,1586006,3191
4167,1652068,3325
4168,1361691,2736
4169,193123,730
4170,299255,1157
4171,405303,1584
4172,2284330,4607
4173,2303064,4645
4174,575019,2268
4175,2203394,4443
4176,234431,895
4177,1471289,2958
4178,1766937,3558
4179,505948,1001
4180,814309,1626
4181,459370,907
4182,68012,113
4183,445563,1746
4184,202287,766
4185,332887,1292
4186,469123,1841
4187,1261953,2534
4188,711819,2819
4189,1724539,3472
4190,1098355,4377
4191,353719,1376
4192,319839,1240
4193,398195,1555
4194,808787,3210
4195,310071,1200
4196,713653,1422
4197,652028,1297
4198,969147,3856
4199,590251,1172
4200,737810,1471
4201,1241451,4954
4202,465029,918
4203,310567,1202
4204,1275909,2562
4205,309498,603
4206,663708,1321
4207,803579,3189
4208,293303,1133
4209,463667,1819
4210,575019,2268
4211,561627,2214
4212,635759,1264
4213,423874,835
4214,1624119,3268
4215,252147,968
4216,1037099,4130
4217,487214,963
4218,468875,1840
4219,566587,1124
4220,2103315,4240
4221,139497,258
4222,2002591,4036
4223,703641,1402
4224,1315851,5254
4225,599323,2366
4226,783250,1563
4227,558403,2201
4228,577499,2278
4229,423491,1657
4230,629350,1251
4231,864587,3435
4232,998198,1999
4233,467883,1836
4234,513515,2020
4235,166119,312
4236,531867,2094
4237,1874904,3777
4238,671339,1336
4239,471851,1852
4240,488467,1919
4241,740339,2934
4242,1160395,2328
4243,3164487,6392
4244,641675,1276
4245,766627,3040
4246,604207,1200
4247,37463,102
4248,457219,1793
4249,50359,154
4250,579169,1150
4251,559685,1110
4252,260471,1000
4253,1655178,3331
4254,1219959,4867
4255,356199,1386
4256,1526012,3069
4257,864587,3435
4258,507811,1997
4259,712067,2820
4260,845975,3359
4261,511779,2013
4262,563288,1117
4263,863609,1726
4264,560671,1112
4265,812755,3226
4266,577995,2280
4267,714230,1423
4268,228587,873
4269,825403,3277
4270,388191,1515
4271,600263,1192
4272,523683,2061
4273,955259,3800
4274,34239,89
4275,396211,1547
4276,445309,878
4277,1274430,2559
4278,79375,271
4279,359519,1400
4280,471851,1852
4281,956843,3807
4282,580391,1152
4283,838051,3328
4284,1169269,2346
4285,45827,68
4286,902531,3588
4287,2641262,5331
4288,856403,3402
4289,643988,1281
4290,296043,1145
4291,520890,1031
4292,562150,1115
4293,397463,1553
4294,640537,1274
4295,781163,3098
4296,745205,1486
4297,1117451,4454
4298,624123,2466
4299,983035,3912
4300,374055,1458
4301,487723,1916
4302,1187623,4736
4303,888395,3531
4304,421919,1651
4305,1180115,2368
4306,311311,1205
4307,966267,3845
4308,1182087,2372
4309,852683,3387
4310,332983,1293
4311,730415,1456
4312,1325550,2663
4313,1844983,3716
4314,58791,188
4315,857693,1714
4316,812746,1623
4317,927699,1856
4318,281551,1085
4319,546251,2152
4320,1198356,2405
4321,480531,1887
4322,1684113,3390
4323,450439,1766
4324,700315,2772
4325,815979,3239
4326,1182923,4718
4327,727099,2880
4328,656465,1306
4329,949884,1901
4330,2124021,4282
4331,550467,2169
4332,1096371,4369
4333,1579597,3178
4334,348759,1356
4335,224607,856
4336,2116967,4268
4337,777743,1552
4338,1504813,3026
4339,583842,1159
4340,580543,1152
4341,539059,2123
4342,794059,3150
4343,654493,1302
4344,795984,1589
4345,736331,1468
4346,256847,986
4347,14399,9
4348,1544101,3106
4349,887651,3528
4350,95127,168
4351,1615423,6461
4352,320487,1242
4353,286015,1103
4354,927331,3688
4355,1407047,2828
4356,1743766,3511
4357,448539,1758
4358,970235,3861
4359,366711,1429
4360,560139,2208
4361,788180,1573
4362,1531283,3080
4363,1332945,2678
4364,406143,1588
4365,347767,1352
4366,290479,1121
4367,2374056,4789
4368,895091,3558
4369,2439132,4921
4370,35231,93
4371,75407,128
4372,838959,1676
4373,44348,65
4374,1173706,2355
4375,16879,19
4376,993268,1989
4377,833043,1664
4378,669259,2648
4379,883822,1767
4380,383975,1498
4381,278575,1073
4382,367455,1432
4383,894347,3555
4384,888070,1775
4385,220887,841
4386,737658,1471
4387,798867,3170
4388,282295,1088
4389,208747,793
4390,383941,754
4391,1886972,3801
4392,484995,1905
4393,617366,1227
4394,801843,3182
4395,19607,30
4396,1613614,3247
4397,622941,1238
4398,733891,2908
4399,2136346,4307
4400,694274,1383
4401,402163,1571
4402,753979,2989
4403,843907,3351
4404,330503,1283
4405,265775,1022
4406,114591,413
4407,773390,1543
4408,832595,3306
4409,872179,3465
4410,364631,1420
4411,757530,1511
4412,776348,1549
4413,810523,3217
4414,780208,1557
4415,702314,1399
4416,218559,831
4417,870691,3459
4418,1651318,3323
4419,242971,931
4420,1434162,2883
4421,419275,1640
4422,252383,968
4423,391663,1529
4424,557865,1106
4425,378615,1477
4426,1085952,2177
4427,926243,3683
4428,846731,3363
4429,364631,1420
4430,297175,1148
4431,364975,1422
4432,810923,3218
4433,163654,307
4434,603691,2383
4435,449531,1762
4436,525668,1041
4437,201803,765
4438,523931,2062
4439,527792,1045
4440,21343,37
4441,701176,1397
4442,698427,2765
4443,910219,3619
4444,670762,1335
4445,201531,384
4446,410015,1603
4447,253380,489
4448,522195,2055
4449,292311,1129
4450,468379,1838
4451,241623,924
4452,932787,3710
4453,664846,1323
4454,806307,3200
4455,47383,142
4456,879219,3494
4457,1583693,3186
4458,517483,2036
4459,817183,1632
4460,297671,1150
4461,975520,1953
4462,1451417,2918
4463,346871,1349
4464,636252,1265
4465,918555,3652
4466,802835,3186
4467,263543,1013
4468,717597,1430
4469,722868,1441
4470,726603,2878
4471,1874904,3777
4472,771911,1540
4473,241127,922
4474,465029,918
4475,613915,1220
4476,891710,1783
4477,1183667,4721
4478,239735,917
4479,596812,1185
4480,1000643,3983
4481,116819,212
4482,96606,171
4483,197671,376
4484,2661627,5372
4485,879963,3497
4486,1829207,3684
4487,907486,1815
4488,668419,2644
4489,596812,1185
4490,400935,1567
4491,905755,3601
4492,1025443,4083
4493,564603,2226
4494,607013,1206
4495,399847,1562
4496,332639,1291
4497,535835,2110
4498,1136879,4532
4499,422995,1655
4500,388439,1516
4501,1754119,3532
4502,410015,1603
4503,1974149,3978
4504,229471,875
4505,67519,112
4506,470216,929
4507,421767,1651
4508,422415,1653
4509,695905,1386
4510,912947,3630
4511,471355,1850
4512,711475,2817
4513,387199,1511
4514,417208,821
4515,359507,1399
4516,1714679,3452
4517,1730948,3485
4518,661243,1316
4519,846731,3363
4520,206999,785
4521,711681,1418
4522,86253,150
4523,1851240,3729
4524,587445,1166
4525,777195,3082
4526,514974,1019
4527,335711,1304
4528,1337663,5341
4529,1398514,2811
4530,274359,1056
4531,525915,2070
4532,308583,1194
4533,591883,2336
4534,856651,3403
4535,581715,2295
4536,377031,1470
4537,333135,1293
4538,572162,1135
4539,1163353,2334
4540,1266831,5056
4541,339679,1320
4542,52095,161
4543,483034,955
4544,258087,991
4545,860523,3418
4546,430103,1684
4547,885419,3519
4548,143523,530
4549,738355,2926
4550,1510577,3038
4551,293703,1134
4552,359023,1398
4553,458384,905
4554,801595,3181
4555,277431,1069
4556,558155,2200
4557,721243,2857
4558,520459,2048
4559,750507,2975
4560,321079,1245
4561,958758,1919
4562,610957,1214
4563,1504813,3026
4564,12303,0
4565,705120,1405
4566,42919,124
4567,538067,2119
4568,1637278,3295
4569,588772,1169
4570,609137,1210
4571,599323,2366
4572,14399,9
4573,1210039,4827
4574,3004755,6068
4575,75407,255
4576,267511,1029
4577,457219,1793
4578,639551,1272
4579,770347,3055
4580,311063,1204
4581,521203,2051
4582,2135360,4305
4583,218807,832
4584,266175,1023
4585,1620023,3260
4586,631067,2494
4587,297023,1148
4588,317607,1231
4589,647683,2561
4590,1022563,4072
4591,234927,897
4592,434899,1703
4593,770003,3053
4594,700411,2773
4595,668790,1331
4596,1081022,2167
4597,881107,3501
4598,2342913,4726
4599,386043,1506
4600,324799,1260
4601,931643,1864
4602,422747,1654
4603,687865,1370
4604,284127,1096
4605,614947,2429
4606,1693973,3410
4607,32751,83
4608,375391,1464
4609,714639,1424
4610,955755,3802
4611,350839,1365
4612,896979,3565
4613,147987,548
4614,2068312,4169
4615,2525323,5096
4616,462179,1813
4617,657451,1308
4618,281551,1085
4619,427707,1674
4620,951387,3785
4621,375560,737
4622,348759,1356
4623,267663,1029
4624,283631,1094
4625,1058179,4215
4626,888395,3531
4627,2066833,4166
4628,1564807,3148
4629,368847,1437
4630,1626925,3274
4631,1313951,5246
4632,498553,986
4633,318255,1233
4634,841523,3342
4635,598083,2361
4636,354215,1378
4637,485243,1906
4638,518227,2039
4639,2080485,4194
4640,282295,1088
4641,40935,116
4642,747670,1491
4643,543771,2142
4644,1002939,2008
4645,30271,73
4646,261807,1006
4647,515960,1021
4648,1021475,4067
4649,436883,1711
4650,875995,3481
4651,1779262,3583
4652,571669,1134
4653,695947,2755
4654,378119,1475
4655,879715,3496
4656,214687,816
4657,585966,1163
4658,328919,1276
4659,726062,1447
4660,141469,262
4661,341319,1326
4662,46391,138
4663,667427,2640
4664,219659,837
4665,311807,1207
4666,842763,3347
4667,307343,1189
4668,587171,2317
4669,763059,3025
4670,50855,156
4671,737810,1471
4672,260223,999
4673,1598483,3216
4674,1098451,4378
4675,741345,1478
4676,842267,3345
4677,452507,1774
4678,1738836,3501
4679,1496773,3010
4680,286855,1107
4681,709557,1414
4682,512771,2017
4683,844875,1688
4684,1235824,2481
4685,234775,897
4686,1655103,6621
4687,1032708,2069
4688,2049085,4130
4689,589758,1171
4690,334148,653
4691,511371,1012
4692,76895,261
4693,645467,1284
4694,1800613,3626
4695,417951,1635
4696,284279,1096
4697,758843,3008
4698,319591,1239
4699,271631,1045
4700,636523,2516
4701,941996,1885
4702,927979,3690
4703,446295,880
4704,392751,1534
4705,841275,3341
4706,618845,1230
4707,583699,2303
4708,251887,966
4709,229071,874
4710,493427,1939
4711,941123,3743
4712,461435,1810
4713,430187,1684
4714,2256145,4550
4715,1214625,2438
4716,1103207,2212
4717,145413,270
4718,602083,1196
4719,850451,3378
